file_name,model,instructions,difficulty,run_id,num_valid_years,num_runs,instruction_set,background,format_instructions,timestamp,market_segment,provider,status,year_ended,is_open_source,mask_mode,year_3_agm_units,year_3_agm_price,year_4_agm_units,year_4_agm_price,year_5_agm_units,year_5_agm_price,year_6_agm_units,year_6_agm_price,year_7_agm_units,year_7_agm_price,year_8_agm_units,year_8_agm_price,year_9_agm_units,year_9_agm_price,year_10_agm_units,year_10_agm_price,year_3_supercapacitor_units,year_3_supercapacitor_price,year_4_supercapacitor_units,year_4_supercapacitor_price,year_5_supercapacitor_units,year_5_supercapacitor_price,year_6_supercapacitor_units,year_6_supercapacitor_price,year_7_supercapacitor_units,year_7_supercapacitor_price,year_8_supercapacitor_units,year_8_supercapacitor_price,year_9_supercapacitor_units,year_9_supercapacitor_price,year_10_supercapacitor_units,year_10_supercapacitor_price,best_scores_Name,best_scores_Team,best_scores_Play Date,best_scores_Play #,best_scores_Cumulative Profit,best_scores_Sales Growth (AGM),best_scores_Sales Growth (SC),best_scores_Profitability Trend (AGM),best_scores_Profitability Trend (SC),best_scores_Revenue (AGM),best_scores_Revenue (SC),simulation_summary_Name,simulation_summary_Team,simulation_summary_Play Date,simulation_summary_Play #,simulation_summary_Status,simulation_summary_Cumulative Profit,simulation_summary_Cumulative Revenue,simulation_summary_Revenue Growth Rate (AGM),simulation_summary_Revenue Growth Rate (SC),simulation_summary_Profit Growth Rate (AGM),simulation_summary_Profit Growth Rate (SC),simulation_summary_Unit Sales
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_11,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:04 PM MDT",1,$0.0 M,0.0%,0.0%,36.7%,-0.9%,$206.8 M,$149.6 M,Ryan Allen,Individual,"08/02/25, 04:04 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,28.16 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_12,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:08 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:08 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_13,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:12 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:12 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_14,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:16 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:16 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_15,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_16,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:22 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:22 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_17,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:26 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:26 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_18,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:30 PM MDT",1,$0.0 M,0.0%,0.0%,36.7%,-0.9%,$206.8 M,$149.6 M,Ryan Allen,Individual,"08/02/25, 04:30 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,28.16 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_19,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:33 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:33 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_20,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Individual,"08/02/25, 04:37 PM MDT",1,$0.0 M,0.0%,0.0%,0.0%,0.0%,$0.0 M,$0.0 M,,Individual,"08/02/25, 04:37 PM MDT",1,Playing - Year 1,$0.0 M,$0.0 M,0%,0%,0%,0%,0.00 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_21,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:41 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:41 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_22,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_23,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Individual,"08/02/25, 04:48 PM MDT",1,$0.0 M,0.0%,0.0%,0.0%,0.0%,$0.0 M,$0.0 M,,Individual,"08/02/25, 04:48 PM MDT",1,Playing - Year 1,$0.0 M,$0.0 M,0%,0%,0%,0%,0.00 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_24,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:52 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:52 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_25,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_26,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 04:59 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 04:59 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_27,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 05:03 PM MDT",1,$0.0 M,0.0%,0.0%,36.6%,-0.7%,$233.1 M,$61.0 M,Ryan Allen,Individual,"08/02/25, 05:03 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,26.36 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_28,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 05:06 PM MDT",1,$0.0 M,0.0%,0.0%,36.7%,-0.9%,$206.8 M,$149.6 M,Ryan Allen,Individual,"08/02/25, 05:06 PM MDT",1,Playing - Year 3,$0.0 M,$0.0 M,0%,0%,0%,0%,28.16 M
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_29,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-haiku-20240307_masked_20250802_152801.json,anthropic/claude-3-5-haiku-20240307,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_30,0,30,default_instructions,,format_instructions.txt,20250802_152801,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_1,6,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Fired,8.0,False,masked,20.68,10.0,24.9,10.0,29.0,10.0,24.14,10.0,20.4,10.0,15.04,9.0,,,,,7.48,20.0,7.25,20.0,8.47,20.0,8.98,20.0,13.16,20.0,18.12,20.0,,,,,Ryan Allen,Individual,"08/02/25, 01:12 PM MDT",1,$10.2 M,12.6%,244.8%,23.8%,-7.1%,$209.5 M,$515.8 M,Ryan Allen,Individual,"08/02/25, 01:12 PM MDT",1,Fired - Year 8,$10.2 M,"$2,979.6 M",1%,245%,-5%,-53%,49.07 M
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_2,6,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Fired,8.0,False,masked,20.68,10.0,25.34,10.0,31.22,10.0,25.03,10.0,20.58,10.0,15.79,9.0,,,,,7.48,20.0,7.14,20.0,8.14,20.0,8.95,20.0,13.18,20.0,17.94,20.0,,,,,Ryan Allen,Individual,"08/02/25, 01:18 PM MDT",1,$34.9 M,19.8%,236.1%,28.4%,-5.4%,$222.9 M,$502.9 M,Ryan Allen,Individual,"08/02/25, 01:18 PM MDT",1,Fired - Year 8,$34.9 M,"$3,012.2 M",8%,236%,-4%,-33%,49.91 M
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_3,5,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Fired,7.0,False,masked,23.31,10.0,28.12,10.0,28.22,10.0,17.65,10.0,12.46,10.0,,,,,,,3.05,20.0,3.23,20.0,3.32,20.0,3.15,20.0,4.27,20.0,,,,,,,Ryan Allen,Individual,"08/02/25, 01:23 PM MDT",1,$86.8 M,-67.4%,-11.0%,-39.2%,48.1%,$76.1 M,$54.3 M,Ryan Allen,Individual,"08/02/25, 01:23 PM MDT",1,Fired - Year 7,$86.8 M,"$1,274.2 M",-67%,-11%,-65%,45%,10.32 M
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_4,1,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Invalid,,False,masked,11.93,10.0,,,,,,,,,,,,,,,5.98,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_5,3,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,LLM error,6.0,False,masked,23.31,10.0,28.1,10.0,28.5,10.0,,,,,,,,,,,3.05,20.0,3.24,20.0,3.5,20.0,,,,,,,,,,,Ryan Allen,Individual,"08/02/25, 01:31 PM MDT",1,$108.1 M,-23.6%,3.5%,-37.4%,12.9%,$178.0 M,$63.1 M,Ryan Allen,Individual,"08/02/25, 01:31 PM MDT",1,Playing - Year 6,$108.1 M,$935.6 M,-24%,4%,-22%,11%,20.95 M
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_6,5,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Fired,7.0,False,masked,23.31,10.0,28.1,10.0,28.14,10.0,17.81,10.0,12.48,10.0,,,,,,,3.05,20.0,3.24,20.0,3.36,20.0,3.15,20.0,4.27,20.0,,,,,,,Ryan Allen,Individual,"08/02/25, 01:37 PM MDT",1,$82.1 M,-66.7%,-11.6%,-41.3%,46.3%,$77.5 M,$53.9 M,Ryan Allen,Individual,"08/02/25, 01:37 PM MDT",1,Fired - Year 7,$82.1 M,"$1,277.1 M",-67%,-12%,-68%,44%,10.44 M
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_7,1,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Invalid,,False,masked,11.93,10.0,,,,,,,,,,,,,,,5.98,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_8,0,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Program Error,,False,masked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_9,5,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Fired,7.0,False,masked,23.31,10.0,28.1,10.0,28.14,10.0,17.81,10.0,12.48,10.0,,,,,,,3.05,20.0,3.24,20.0,3.36,20.0,3.15,20.0,4.27,20.0,,,,,,,Ryan Allen,Individual,"08/02/25, 01:50 PM MDT",1,$82.1 M,-66.7%,-11.6%,-41.3%,46.3%,$77.5 M,$53.9 M,Ryan Allen,Individual,"08/02/25, 01:50 PM MDT",1,Fired - Year 7,$82.1 M,"$1,277.1 M",-67%,-12%,-68%,44%,10.44 M
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_10,1,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Invalid,,False,masked,11.93,10.0,,,,,,,,,,,,,,,5.98,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_11,5,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Fired,7.0,False,masked,23.31,10.0,28.12,10.0,28.5,10.0,17.65,10.0,12.42,10.0,,,,,,,3.05,20.0,3.23,20.0,3.42,20.0,3.15,20.0,4.28,20.0,,,,,,,Ryan Allen,Individual,"08/02/25, 01:59 PM MDT",1,$114.8 M,-68.1%,-10.0%,-37.7%,43.3%,$74.3 M,$54.9 M,Ryan Allen,Individual,"08/02/25, 01:59 PM MDT",1,Fired - Year 7,$114.8 M,"$1,272.9 M",-68%,-10%,-54%,43%,10.18 M
claude-3-5-sonnet-20240620_masked_20250802_130703.json,anthropic/claude-3-5-sonnet-20240620,Please make the requested strategic decisions for the upcoming year based on the information provided.,Advanced,run_12,5,30,default_instructions,,format_instructions.txt,20250802_130703,6,anthropic,Fired,7.0,False,masked,23.31,10.0,28.1,10.0,28.15,10.0,17.81,10.0,12.48,10.0,,,,,,,3.05,20.0,3.24,20.0,3.36,20.0,3.15,20.0,4.27,20.0,,,,,,,Ryan Allen,Individual,"08/02/25, 02:04 PM MDT",1,$83.4 M,-66.7%,-11.6%,-40.3%,43.6%,$77.5 M,$53.9 M,Ryan Allen,Individual,"08/02/25, 02:04 PM MDT",1,Fired - Year 7,$83.4 M,"$1,277.2 M",-67%,-12%,-67%,43%,10.45 M
